Id,OwnerId,IsDeleted,Name,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Player_1__c,Player_2__c,Player_1_Total_Points__c,Player_2_Total_Points__c,Number_of_Games__c,Winner__c,Predicted_Winner__c,Tournament__c,Match_Status__c,Match_Start__c,Match_End_Time__c,Tournament_2__c
a033i000000x8J1AAI,0053i000000U8dNAAS,,Match-0447,2019-07-02T23:43:00.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,23,28,3,Player 2,,,,,,
a033i000000x8J2AAI,0053i000000U8dNAAS,,Match-0448,2019-07-02T23:43:00.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjfYAAS,30,32,3,Player 2,,,,,,
a033i000000x8J3AAI,0053i000000U8dNAAS,,Match-0449,2019-07-02T23:43:00.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,26,20,3,Player 1,,,,,,
a033i000000x8J4AAI,0053i000000U8dNAAS,,Match-0450,2019-07-02T23:43:00.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,32,28,3,Player 1,,,,,,
a033i000000x8J5AAI,0053i000000U8dNAAS,,Match-0451,2019-07-02T23:43:00.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,33,19,3,Player 1,,,,,,
a033i000000x8J6AAI,0053i000000U8dNAAS,,Match-0452,2019-07-02T23:43:00.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjfYAAS,32,20,3,Player 1,,,,,,
a033i000000x8J7AAI,0053i000000U8dNAAS,,Match-0453,2019-07-02T23:43:00.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,33,13,3,Player 1,,,,,,
a033i000000x8J8AAI,0053i000000U8dNAAS,,Match-0454,2019-07-02T23:43:00.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,33,24,3,Player 1,,,,,,
a033i000000x8J9AAI,0053i000000U8dNAAS,,Match-0455,2019-07-02T23:43:00.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,28,26,3,Player 1,,,,,,
a033i000000x8JAAAY,0053i000000U8dNAAS,,Match-0456,2019-07-02T23:43:00.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,28,18,3,Player 1,,,,,,
a033i000000x8JBAAY,0053i000000U8dNAAS,,Match-0457,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,33,20,3,Player 1,,,,,,
a033i000000x8JCAAY,0053i000000U8dNAAS,,Match-0458,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,33,16,3,Player 1,,,,,,
a033i000000x8JDAAY,0053i000000U8dNAAS,,Match-0459,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjfYAAS,33,17,3,Player 1,,,,,,
a033i000000x8JEAAY,0053i000000U8dNAAS,,Match-0460,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,33,14,3,Player 1,,,,,,
a033i000000x8JFAAY,0053i000000U8dNAAS,,Match-0461,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,33,19,3,Player 1,,,,,,
a033i000000x8JGAAY,0053i000000U8dNAAS,,Match-0462,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,28,30,3,Player 2,,,,,,
a033i000000x8JHAAY,0053i000000U8dNAAS,,Match-0463,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjfYAAS,20,32,3,Player 2,,,,,,
a033i000000x8JIAAY,0053i000000U8dNAAS,,Match-0464,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,27,32,3,Player 2,,,,,,
a033i000000x8JJAAY,0053i000000U8dNAAS,,Match-0465,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,22,28,3,Player 2,,,,,,
a033i000000x8JKAAY,0053i000000U8dNAAS,,Match-0466,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,23,32,3,Player 2,,,,,,
a033i000000x8JLAAY,0053i000000U8dNAAS,,Match-0467,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjfYAAS,14,33,3,Player 2,,,,,,
a033i000000x8JMAAY,0053i000000U8dNAAS,,Match-0468,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfYAAS,a023i000001BjX8AAK,20,33,3,Player 2,,,,,,
a033i000000x8JNAAY,0053i000000U8dNAAS,,Match-0469,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfYAAS,a023i000001BjX8AAK,17,33,3,Player 2,,,,,,
a033i000000x8I3AAI,0053i000000U8dNAAS,,Match-0387,2019-07-02T23:42:58.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:40.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:38.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,19,28,3,Player 2,,,,,,
a033i000000x8I4AAI,0053i000000U8dNAAS,,Match-0388,2019-07-02T23:42:58.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:40.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:38.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,10,33,3,Player 2,,,,,,
a033i000000x8I5AAI,0053i000000U8dNAAS,,Match-0389,2019-07-02T23:42:58.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:40.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:38.000+0000,,,,a023i000001BjX8AAK,a023i000001BjfYAAS,24,33,3,Player 2,,,,,,
a033i000000x8I6AAI,0053i000000U8dNAAS,,Match-0390,2019-07-02T23:42:58.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:40.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:38.000+0000,,,,a023i000001BjfYAAS,a023i000001BjX8AAK,26,28,3,Player 2,,,,,,
a033i000000x8I7AAI,0053i000000U8dNAAS,,Match-0391,2019-07-02T23:42:58.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:40.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:38.000+0000,,,,a023i000001BjfYAAS,a023i000001BjX8AAK,12,33,3,Player 2,,,,,,
a033i000000x8JOAAY,0053i000000U8dNAAS,,Match-0470,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjfYAAS,28,26,3,Player 1,,,,,,
a033i000000x8JPAAY,0053i000000U8dNAAS,,Match-0471,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,23,33,3,Player 2,,,,,,
a033i000000x8JQAAY,0053i000000U8dNAAS,,Match-0472,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,21,32,3,Player 2,,,,,,
a033i000000x8JRAAY,0053i000000U8dNAAS,,Match-0473,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,20,33,3,Player 2,,,,,,
a033i000000x8JSAAY,0053i000000U8dNAAS,,Match-0474,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjfYAAS,22,28,3,Player 2,,,,,,
a033i000000x8JTAAY,0053i000000U8dNAAS,,Match-0475,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,21,33,3,Player 2,,,,,,
a033i000000x8JUAAY,0053i000000U8dNAAS,,Match-0476,2019-07-02T23:43:01.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,20,26,3,Player 2,,,,,,
a033i000000x8JaAAI,0053i000000U8dNAAS,,Match-0482,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,32,16,3,Player 1,,,,,,
a033i000000x8JbAAI,0053i000000U8dNAAS,,Match-0483,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,23,31,3,Player 2,,,,,,
a033i000000x8JcAAI,0053i000000U8dNAAS,,Match-0484,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,33,23,3,Player 1,,,,,,
a033i000000x8JdAAI,0053i000000U8dNAAS,,Match-0485,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjfYAAS,27,24,3,Player 1,,,,,,
a033i000000x8JeAAI,0053i000000U8dNAAS,,Match-0486,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:42.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,29,28,3,Player 1,,,,,,
a033i000000x8JfAAI,0053i000000U8dNAAS,,Match-0487,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,21,33,3,Player 2,,,,,,
a033i000000x8JgAAI,0053i000000U8dNAAS,,Match-0488,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,20,33,3,Player 2,,,,,,
a033i000000x8JhAAI,0053i000000U8dNAAS,,Match-0489,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjfYAAS,12,33,3,Player 2,,,,,,
a033i000000x8JiAAI,0053i000000U8dNAAS,,Match-0490,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,23,33,3,Player 2,,,,,,
a033i000000x8JjAAI,0053i000000U8dNAAS,,Match-0491,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:43.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,16,28,3,Player 2,,,,,,
a033i000000x8JpAAI,0053i000000U8dNAAS,,Match-0497,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,17,33,3,Player 2,,,,,,
a033i000000x8JqAAI,0053i000000U8dNAAS,,Match-0498,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,17,33,3,Player 2,,,,,,
a033i000000x8JrAAI,0053i000000U8dNAAS,,Match-0499,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,21,33,3,Player 2,,,,,,
a033i000000x8JsAAI,0053i000000U8dNAAS,,Match-0500,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjfYAAS,10,33,3,Player 2,,,,,,
a033i000000x8JtAAI,0053i000000U8dNAAS,,Match-0501,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,24,28,3,Player 2,,,,,,
a033i000000x8JuAAI,0053i000000U8dNAAS,,Match-0502,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,19,33,3,Player 2,,,,,,
a033i000000x8JvAAI,0053i000000U8dNAAS,,Match-0503,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,21,33,3,Player 2,,,,,,
a033i000000x8JwAAI,0053i000000U8dNAAS,,Match-0504,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjfYAAS,21,26,3,Player 2,,,,,,
a033i000000x8JxAAI,0053i000000U8dNAAS,,Match-0505,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,23,33,3,Player 2,,,,,,
a033i000000x8JyAAI,0053i000000U8dNAAS,,Match-0506,2019-07-02T23:43:02.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,32,23,3,Player 1,,,,,,
a033i000000x8JzAAI,0053i000000U8dNAAS,,Match-0507,2019-07-02T23:43:03.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,31,27,3,Player 1,,,,,,
a033i000000x8K0AAI,0053i000000U8dNAAS,,Match-0508,2019-07-02T23:43:03.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,33,20,3,Player 1,,,,,,
a033i000000x8K1AAI,0053i000000U8dNAAS,,Match-0509,2019-07-02T23:43:03.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,33,23,3,Player 1,,,,,,
a033i000000x8K2AAI,0053i000000U8dNAAS,,Match-0510,2019-07-02T23:43:03.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,33,14,3,Player 1,,,,,,
a033i000000x8K3AAI,0053i000000U8dNAAS,,Match-0511,2019-07-02T23:43:03.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjfYAAS,28,19,3,Player 1,,,,,,
a033i000000x8K4AAI,0053i000000U8dNAAS,,Match-0512,2019-07-02T23:43:03.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,33,21,3,Player 1,,,,,,
a033i000000x8K5AAI,0053i000000U8dNAAS,,Match-0513,2019-07-02T23:43:03.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,28,23,3,Player 1,,,,,,
a033i000000x8K6AAI,0053i000000U8dNAAS,,Match-0514,2019-07-02T23:43:03.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,28,18,3,Player 1,,,,,,
a033i000000x8K7AAI,0053i000000U8dNAAS,,Match-0515,2019-07-02T23:43:03.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:44.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjfYAAS,33,17,3,Player 1,,,,,,
a033i000000x8K8AAI,0053i000000U8dNAAS,,Match-0516,2019-07-02T23:43:03.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:45.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjfdAAC,a023i000001BjfYAAS,33,23,3,Player 1,,,,,,
a033i000000x8K9AAI,0053i000000U8dNAAS,,Match-0517,2019-07-02T23:43:03.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:45.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjXDAA0,a023i000001BjfYAAS,33,17,3,Player 1,,,,,,
a033i000000x8KAAAY,0053i000000U8dNAAS,,Match-0518,2019-07-02T23:43:03.000+0000,0053i000000U8dNAAS,2019-07-02T23:53:45.000+0000,0053i000000U8dNAAS,2019-07-17T19:30:39.000+0000,,,,a023i000001BjX8AAK,a023i000001BjXDAA0,33,15,3,Player 1,,,,,,
